,nombreh_id,comentario,p_puntuacion,p_fecha_comen
4645,Casa Gangotena,Good Best place in town,4.0,2022-02-02
4646,Casa Gangotena,Excellent Everything about our stay was wonderful! Casa Gangotena used to be a mansion and it is beautiful! The service was top notch. Everyone from valet to front desk to the restaurant was sooo nice and helpful. The food at the restaurant we good as well. I know it’s on the pricier side compared to other hotels but if you are looking for a beautiful place to stay with great service look no further. ,5.0,2022-01-31
4647,Casa Gangotena,Excellent Beautiful Colonial and elegant.  Location amazing!! Staff Amazing!! Never said No!!!,5.0,2022-01-29
4648,Casa Gangotena,Good ,4.0,2022-01-18
4649,Casa Gangotena,Excellent ,5.0,2021-12-12
4650,Casa Gangotena,"Excellent Great location , great rooms and great service ",5.0,2021-10-23
4651,Fenix Hotel,"Excellent I stayed at the Fenix hotel with my family. We have a great experience, the attention of the staff was excellent, the hotel was clean as well as our rooms. The breakfast was varied and the staff was attentive to stocking the food during it. Although the area is high traffic, the rooms we were assigned allowed us to rest without interruptions. I'll be back in the future!",5.0,2022-10-04
4652,Fenix Hotel,Okay ,3.0,2022-09-05
4653,Fenix Hotel,Excellent ,5.0,2022-07-18
4654,Fenix Hotel,"Good Me gustó mucho la atención del personal. Siempre atentos.
",4.0,2022-05-24
4655,Fenix Hotel,"Excellent There are not too many places to get food at walking distance.
",5.0,2022-05-23
4656,Fenix Hotel,"Okay The hotel itself was nice but our room was old looking and needs an update, especially the bathroom. The water ran extremely hot to extremely cold. We only stayed one night as this was not our only destination. ",3.0,2019-09-03
4657,Fenix Hotel,"Terrible My fiancee came to pick me up at the hotel came to my room to wait for me to finish getting ready .and i was charge for an additional person in the room ,their explanation was that if she waited in the toom more than an hour even if she did not stay, i had to pay for her .when i first checked in i mentioned that my fiancee would be picking me up and they daid as long as she doesn't stay no problem. At check out they changed me for her.also metion we would have to sit in the lobby only for an hour .like in prison .no vents in rooms ,noise comes into rooms at all hours ,i was lucky if i got 3 hours sleep every night .also black mold in bathroom.See more",1.0,2019-03-25
4658,Fenix Hotel,Excellent ,5.0,2019-02-09
4659,Fenix Hotel,Good ,4.0,2018-08-20
4660,Fenix Hotel,"Good Very nice inside.
Recently remodled and updated.
Will be staying there again in the future.",4.0,2018-07-29
4661,NH Collection Quito Royal,Excellent ,5.0,2022-10-26
4662,NH Collection Quito Royal,Excellent ,5.0,2022-10-20
4663,NH Collection Quito Royal,Excellent Excellent experience. Great service and confortable rooms. I recommend this hotel without reservations. This hotel has a group of taxis which are safe and very affordable ,5.0,2022-10-18
4664,NH Collection Quito Royal,"Good Limited options in the food menu, gym needs TLC",4.0,2022-09-13
4665,NH Collection Quito Royal,Good Excellent hotel and good value in a modern area of Quito. Loads of restaurants nearby. The sheets are divine,4.0,2022-07-24
4666,NH Collection Quito Royal,Excellent ,5.0,2022-07-01
4667,NH Collection Quito Royal,Excellent ,5.0,2022-06-14
4668,NH Collection Quito Royal,Good Good ,4.0,2022-05-24
4669,NH Collection Quito Royal,"Excellent Me gusto sus habitaciones confortables,higienicas y buen servicio",5.0,2022-05-22
4670,NH Collection Quito Royal,Good ,4.0,2022-05-09
4671,Park Inn by Radisson Quito,"Excellent Excellent staff
",5.0,2022-09-09
4672,Park Inn by Radisson Quito,"Terrible Premises are decently okay.   This is small Hotel that I don't understand how they received the Radisson Certification.     Staff is definitely the best asset in this Hotel... but,

Location is definitely the problem that is NOT disclose properly.    Hotel is located in the Main Avenue of a RED ZONE; - full of Crime (we spent one night that couldn't sleep), across the street was a Club with people partying all night long; - Noise was unbearable; - Police and Ambulances were active due of the Street fights 

We stayed at the room 1002 (10th floor) and we still can hear the activity happening at the surrounding

Simply dissatisfied and disappointed !!! 
Definitely not for the standards of any American Citizen See more",1.0,2022-09-06
4673,Park Inn by Radisson Quito,Poor Terrible noisy and smells so bad like a food at night when the restaurant is working ,2.0,2022-09-05
4674,Park Inn by Radisson Quito,Excellent Ok,5.0,2022-08-29
4675,Park Inn by Radisson Quito,"Excellent The location is very good, it allows you to move to the Historic Center, the El Ejilo and La Carolina Parks, and to other destinations in Quito and its surroundings to visit amazing locations. At night, the activity nuances the emotion of the day to rest comfortably. The hotel staff are very helpful people.",5.0,2022-08-01
4676,Park Inn by Radisson Quito,Excellent The location is great. the rooms are clean and spacious.,5.0,2022-07-27
4677,Park Inn by Radisson Quito,"Good Breakfast is very basic, no proper ventilation in the rooms ",4.0,2022-07-20
4678,Park Inn by Radisson Quito,"Excellent Very helpful staff.  Promptly answered emails prior to the the stay and accommodations were made for our stay per our emails.  Attentive and courteous staff.  Very helpful and the room was quiet, clean just as shown.",5.0,2022-06-05
4679,Park Inn by Radisson Quito,Excellent It was fine. Located in an area with many bars. Great for young people. Service at front desk was very good. Breakfast was good,5.0,2022-05-30
4680,Park Inn by Radisson Quito,"Excellent The staff so friendly, and the room so good!!",5.0,2022-05-05
4681,Casa Q,Okay ,3.0,2022-10-17
4682,Casa Q,"Excellent Very well located , very clean and nice and friendly staff.. ",5.0,2022-10-15
4683,Casa Q,"Excellent It can be hard to find the place for a taxi driver, so ask them for some help explaining where it is. ",5.0,2022-10-15
4684,Casa Q,Excellent This is a American standard hotel.  One of the best that I stayed at while in Ecuador.  It's cheaper via online reservations or it will cost about $20 more a night.,5.0,2022-09-18
4685,Casa Q,"Excellent Great staff, friendly and clean..Great location and lovely decor. Highly recommend!",5.0,2022-08-12
4686,Casa Q,"Good Everything was great, the hotel is well located and is very artsy with a little art gallery. One thing to note is that there is no coffee/tea in the common area available while it’s listed as one of the amenities. Also I found the floor in the room to be a bit dirty and the shower is rather small. Also on Saturday night the music outside the hotel is quite loud until at least 2am. Overall it a great hotel with those small exceptions. ",4.0,2022-08-09
4687,Casa Q,Excellent ,5.0,2022-07-21
4688,Casa Q,"Excellent Casa Q was a wonderful escape from reality. We arrived during the protests, so even though the outside world felt chaotic, we felt completely safe and comfortable during our stay there. In addition to the hotel being gorgeous, the staff there were so kind, helpful, and informative! Would highly recommend and would stay there again!",5.0,2022-07-03
4689,Casa Q,Excellent The workers were friendly and the place relaxing in many ways.,5.0,2022-06-03
4690,Casa Q,Excellent Casa Q is a stylish boutique hotel in an interesting part of Quito.  Nice alternative to the touristy old town but close enough that you can still visit.  Would highly recommend this hotel. ,5.0,2022-05-16
4691,Hacienda Chorlavi,Good ,4.0,2021-10-20
4692,Hacienda Chorlavi,Good ,4.0,2021-07-05
4693,Hacienda Chorlavi,"Excellent Hosteria was extremely clean, there were people constantly cleaning around the property, the registration lady was very helpful , food was excellent, this is my 5th visit to chorlavi, twice staying in rooms and will definitely come back next time I visit Ibarra",5.0,2019-08-17
4694,Hacienda Chorlavi,"Good Lots of things for kids to do like mini-golf and scooters. 
The food was not very good and the jacuzzi was not big enough for the size of the hotel nor was it very hot.",4.0,2019-07-19
4695,Hacienda Chorlavi,Excellent ,5.0,2019-07-07
4696,Hacienda Chorlavi,"Good Wonderful traditional Hacienda with beautiful grounds and lots of fun activities for kids. The staff was attentive and very helpful in helping us arrange transportation and day trips with a great guide.  The buildings are old, which is the charm, so expect rustic.",4.0,2018-12-29
4697,Hacienda Chorlavi,Good ,4.0,2018-10-02
4698,Hacienda Chorlavi,"Excellent Amazing service, beautiful place",5.0,2018-04-18
4699,Hacienda Chorlavi,Excellent ,5.0,2018-02-27
4700,Hacienda Chorlavi,"Okay Hacienda Chorlavi used to be one of the best locations to stay in Ibarra. Not anymore. The hotel is very well located on the Panamericana Highway, 5 minutes South to the city entrance. Rooms have been upgraded recently with new bathrooms, TVs and Internet. All this is good. But the rest of the hotel is getting old and service is not top level. Overall not worth the extra bucks you pay compared to other options in Ibarra.",3.0,2018-01-04
4701,Hostería Cabañas del Lago,"Excellent Perfect weekend getaway! The room was beautiful and cozy, and the food and activities were great.",5.0,2022-05-24
4702,Hostería Cabañas del Lago,"Excellent Todo bien, gente amable. El lugar y la vista muy bonita",5.0,2022-04-20
4703,Hostería Cabañas del Lago,"Excellent todo excelente, gran plan",5.0,2022-01-24
4704,Hostería Cabañas del Lago,Excellent ,5.0,2021-12-28
4705,Hostería Cabañas del Lago,"Excellent What a beautiful and relaxing place. There's an excellent staff, a tasty restaurant on site, and many things to do if your decide to hang out on the grounds.  It was a very romantic setting with incredible attention to detail. The gardens are amazing. The room was comfortable. They built a fire each night in our room and provided cool hot water bottles to go under the blankets at night, though we never found it particularly cold when we went in October.

But seriously, with Cerro Imbabura rising majestically on one side, and the tranquil waters of Lago San Pablo on the other, it's hard to ask for more. Just don't get too worried as you drive through a very common Ecuadorian neighborhood on the way there. You may think, ""where am I going?"" But once you arrive, you'll feel like you found a piece of heaven. I sure did!See more",5.0,2021-11-01
4706,Hostería Cabañas del Lago,"Excellent It’s a magical place. I had this beautiful cabin right in front of the lake. Gorgeous view, gorgeous room. 
Food is delicious. 
I don’t like they don’t have phones or any other way in the rooms to call for room service so if you need something you have to walk to the reception and at night it is very cold. So that’s the only thing I did not like. Other that that the place is absolutely amazing. ",5.0,2021-08-13
4707,Hostería Cabañas del Lago,Excellent Todo espectacular lo unico era que las personas que van al restaurant asi no esten hospedadas usan todas las intalaciones no nos parecio oor el tema de seguridad. El resto personal y comida excelente,5.0,2021-07-12
4708,Hostería Cabañas del Lago,Good ,4.0,2021-01-24
4709,Hostería Cabañas del Lago,"Excellent Spent a night here in December to celebrate my birthday. The hotel did a great job of providing security measures for Covid-19. It was very peaceful and calm. The rooms are beautiful and loved the fireplace! My only negative was that the workers started sawing right outside our room at 7 AM. To me, when people come on vacation they want to sleep in, not be awoken that early. I did speak with reception and they were super apologetic and stopped immediately.",5.0,2020-12-22
4710,Hostería Cabañas del Lago,Excellent ,5.0,2020-10-16
4711,Hotel La Giralda,Good Liked the large room & nice staff. Didn't like the shower and the art.,4.0,2022-07-10
4712,Hotel La Giralda,"Terrible 
Very poor place for the cost, in short I did not like it and very expensive",1.0,2020-10-07
4713,Hotel La Giralda,"Good Great hotel in ugly town, close to restaurants, has a safe parking lot and friendly staff",4.0,2016-08-21
4714,Hotel La Giralda,"Excellent Buen servicio en el hotel, la estadía fue placentera",5.0,2021-03-01
4715,Hotel La Giralda,Good Precio cómodo. Amplias instalaciones,4.0,2020-09-21
4716,Hotel La Giralda,Good ,4.0,2020-09-06
4717,Hotel La Giralda,Excellent Un hotel bastante bueno para estadía corta bien ubicado y buen precio ,5.0,2019-10-25
4718,Hotel La Giralda,Okay ,3.0,2019-01-14
4719,Hotel La Giralda,Okay ,3.0,2018-02-20
4720,Hotel La Giralda,Good Hotel mit guten Einrichtungen und großzügigen Zimmern. Allerdings recht laut (an einer Kreuzung).,4.0,2017-05-01
4721,Hacienda Cusin,Good It was clean and pleasant but there was no wifi in the room,4.0,2021-12-28
4722,Hacienda Cusin,"Excellent A charming hacienda with beautiful grounds. It is showing its age in places but is generally well-maintained. Thoroughly enoyed the fireplaces for cool mornings/evenings in the restaurant, drawing room, and our room. Service was excellent. The horseback ride with Ubertero was a highlight of our stay. A great place to stay in the Otovalo area.",5.0,2021-07-02
4723,Hacienda Cusin,"Okay This Hacienda is very beautiful and well-maintained but the room wasn’t good. The room needed a lot of upgrades the bathroom was totally outdated. There was no hot water.  I really enjoyed the garden so it’s worth to stay only one night to enjoy the surrounding and the garden but the room was very disappointing. It needed major renovation. The bathroom looked like a one star motel’s bathroom. Also do not book any activity with them, They overcharge terribly and it’s a total rip off. For example hire a taxi and ask the driver to wait when you finish your hike, it costed me $30 versus $120 that the Hacienda charges. See more",3.0,2021-04-01
4724,Hacienda Cusin,"Good Beautiful hacienda with well appointed rooms.WiFi very slow or almost not working l...elegant garden and ground. At the
Time of check in, staff thought my booking was canceled...at the time of checkout I had to show the Orbitz confirmation as the charge is different from confirmation. In the end it was resolved to my satisfaction. Overall a very pleasant experience!",4.0,2021-01-03
4725,Hacienda Cusin,Excellent A great place to relax and enjoy.,5.0,2020-11-30
4726,Hacienda Cusin,"Excellent It’s a beautiful property set in a historical mansion from 1620 it offers great hotel, gastronomic services! ",5.0,2019-09-29
4727,Hacienda Cusin,Excellent Wonderful location and an amazing natural friendly staff. Highly recommend ,5.0,2019-02-19
4728,Hacienda Cusin,"Excellent Très belle authentique hacienda dans un merveilleux parc.
Repas très agréable, feu de cheminée  allumé en soirée dans la chambre lors du room service.
Beaucoup de charme et très romantique.",5.0,2022-09-13
4729,Hacienda Cusin,Good hubo cambio de habitacion,4.0,2021-11-05
4730,Hacienda Cusin,Excellent Lugar bien conservado e interesante,5.0,2021-08-09
4731,Hosteria Cananvalle,Excellent Tiene muchas rutas y senderos para caminar.  Un lugar muy tranquilo y lleno de naturaleza.,5.0,2021-02-17
4732,Hosteria Cananvalle,"Excellent This was a truly an amazing experience in everysingle way.
From the food to the location, and must of all from the service.
Will be back as soon as we are able to. 
Thank you for making or vacation an incredible experience ",5.0,2019-12-26
4733,Hosteria Cananvalle,Excellent ,5.0,2019-04-22
4734,Hosteria Cananvalle,"Excellent Definitely one of the most beautiful places to stay in Ibarra. It is located in the countryside, just 5 min drive from downtown Ibarra, with unique views. Doreen and Carlos are excellent hosts and gave us lots of tips for travelling around. Breakfast is delicious, everything is fresh and organic from their own gardens. HIghly recommended for travellers who wish to experience the real Ecuador.",5.0,2018-06-11
4735,Hosteria Cananvalle,"Excellent Bird watching during breakfast, specially hummingbirds, is a treat. Also I really liked the convenience of being able to have a good dinner at the hotel. Food was well prepared. ",5.0,2018-03-06
4736,Hosteria Cananvalle,Excellent Close proximity to Quito ... lots to do and see in Ibarra. Lots to see on the way as well. ,5.0,2017-11-27
4737,Hosteria Cananvalle,"Good I personally dislike cold places, we stayed first on Hosteria Estelita, and although it has a nice view I could not sleep because place is on the mountain and is super cold, but Hysteria Canavalle is located in a place with a great temperature",4.0,2017-11-17
4738,Hosteria Cananvalle,Good Friendly staff ready to help...  I went to a competition and location was perfect as it is near Ibarra.,4.0,2015-10-27
4739,Hosteria Cananvalle,"Excellent OUTSTANDING! This was a perfect place for our stay in Ecuador. We were interested in educating ourselves more about the Ecuadorian culture, the environment, the lifestyle and the future of this community. Carlos and Doreen are wonderful hosts, (they both speak English and Spanish) but they also are educators for their guests and their community. The facilities are the cleanest we have stayed in, consistent on demand hot water, wonderful continental breakfast, large rooms, quiet environment, friendly and helpful staff, wonderful views of the surrounding mountains, family oriented (games, soccer, badminton, lamas, horses ) and owners that will assist you with arranging local attractions.See more",5.0,2014-03-12
4740,Hosteria Cananvalle,Excellent The owners are wonderful and the home cooking was delicious. The place is nicely tucked away from the town and was just a pure pleasure to be there amongst nature in an Eco-friendly resort.,5.0,2013-05-01
4741,Hostal Casa Aida,Excellent Los encargados del lugar son muy amables y atentos ,5.0,2022-07-18
4742,Hostal Casa Aida,"Poor La gente muy amable y ayudando donde pueda. El hostal ya tiene su edad y las instalaciones también, bastante humedad, la duchas o muy caliente o helada, no coge la señal en los cuartos.
La calle principal a Ibarra pasa directamente frente al hostal, mucho ruido. 
Lo bonito que uno sale y puede ir a caminar al Imbabura.",2.0,2021-04-07
4743,Hotel Montecarlo,Excellent ,5.0,2022-07-12
4744,Hotel Montecarlo,Excellent It reminds me of a hotel I stayed in in Europe ,5.0,2021-08-17
4745,Hotel Montecarlo,Excellent gracias.,5.0,2022-10-21
4746,Hotel Montecarlo,Excellent ,5.0,2022-06-28
4747,Hotel Montecarlo,Terrible ,1.0,2022-04-23
4748,Hotel Montecarlo,"Excellent Me gusto mucho el hotel y servicio, el buffet podría mejorar un poco más que nada en la variedad, muy rica la comida. ",5.0,2021-07-27
4749,Hotel Montecarlo,"Excellent Es una excelente opción en Ibarra, el desayuno Super completo para todos los gustos y es buffet, habitaciones limpias y el personal es muy amable.
Esta en el centro de Ibarra, muy práctico para hacer cualquier diligencia. ",5.0,2020-03-10
4750,Hotel Montecarlo,Good Un poco estrechas las habitaciones y faltan algunos elelemntos basicos en las habitaciones .,4.0,2019-11-18
4751,Hotel Montecarlo,Good ,4.0,2019-08-29
4752,Hostal Riviera Sucre,Excellent Ok,5.0,2022-08-22
4753,Hostal Riviera Sucre,Excellent Great property.  Great stay,5.0,2022-08-18
4754,Hostal Riviera Sucre,Good Great price for the facilities. ,4.0,2022-06-07
4755,Hostal Riviera Sucre,"Good The accommodations that we had were for 3 people and were in the older part of the building. The rooms were clean and adequate but not fancy. What makes this property special are the staff. Everyone was so kind and helpful. They organized our transportation from Quito airport and were happy to do some much needed laundry for us. The owner was very helpful in his suggestions on what to do in the town.
The inner courtyard was a lovely space to enjoy the very tasty breakfast (best juice we had in Ecuador!). There was minimal street noise despite it's central location. We would not hesitate to stay there again. It was great value for money!See more",4.0,2022-04-01
4756,Hostal Riviera Sucre,"Excellent Amazing place! Great location, but very quiet if you get a room garden side. Freddy is absolutely fabulous and helpful. He drove me to the safe parking up the ride and gave me rides back. Breakfast was great too, with a new juice everyday. Totally recommend this place!",5.0,2021-11-24
4757,Hostal Riviera Sucre,"Excellent We loved this hotel. Freddie is absolutely fabulous. Very friendly and drove me to an secured off site parking. The room was very spacious and clean. The breakfast was Lovely too and the location is perfect. I would highly recommend.
",5.0,2021-11-23
4758,Hostal Riviera Sucre,"Excellent We were only supposed to stay in Otavalo for one night, but a mishap with not getting our rental car forced us to change our plans drastically and we ended up staying here for 4 nights. We were honestly very happy that it happened.
The hostel is very well taken care of. The owner does speak English, the rest of the staff speaks little but they were all very helpful and attentive.
Breakfast each morning was bread/butter/jam, juice, eggs and coffee. The location is great, very close to the town square and the daily markets. The garden area inside was gorgeous. We were even able to have our laundry done. The owner also has a trusted contact for longer drives outside of the city if needed. We utilized this for an afternoon hike and a visit to Cotocachi (which is a must if you are in this area).

Overall, this is a wonderful hostel in Otavalo with friendly staff, a convenient location, and a great atmosphere.See more",5.0,2021-11-02
4759,Hostal Riviera Sucre,"Good Hotel with endless charm and character, people running it are amazing, helpful, kept our luggage until the following night, so we could enjoy Otavalo until we had to catch our late night flight. 
Like most of the historic hotels it gets cold at night and the bathrooms are functioning at varying degrees, but the shower was hot.",4.0,2021-07-04
4760,Hostal Riviera Sucre,Excellent It's a great hotel in a perfect location. The staff could not have been nicer! ,5.0,2021-06-21
4761,Hostal Riviera Sucre,Good Comfortable and quiet facility within a few blocks of the markets. Day staff usually spoke English and could help you with your interests.,4.0,2020-03-06
4762,Hotel Doña Esther,Excellent Great staff and the owners were very friendly and informative. Staff went out of way to assist us. Great breakfast.,5.0,2022-05-22
4763,Hotel Doña Esther,"Excellent Lovely spot, close to the market.The staff was extremely helpful.  Really enjoyed our stay!",5.0,2022-03-06
4764,Hotel Doña Esther,Good Very small hotel but nice location. The only complaint we had was there was a dog that barked almost all night and kept us awake! It’s quite open aired so we heard every noise. ,4.0,2021-12-08
4765,Hotel Doña Esther,Excellent The staff is amazing. The location is excellent. The food was unbelievable and totally delicious.,5.0,2021-11-14
4766,Hotel Doña Esther,Good Lovely historic hotel.   Great location.  Very good restaurant.  Helpful staff. ,4.0,2021-06-02
4767,Hotel Doña Esther,"Good This place is right in the middle of the town, walking distance to the famous Saturday market, close to restaurants, very nice and helpful staff, the room is basic nothing fancy but very clean and there’s hot water, very good breakfast. I highly recommend this place especially for mid budget.",4.0,2021-04-01
4768,Hotel Doña Esther,"Good Property is mostly charming and the staff is fantastic-Lucy, Vladamir and the rest were great.  Property is a little downtrodden however and we felt quite expensive for Ecuador.  Parking costs $4 per day but they charge extra for additional hours.  Cleanliness could be improved but not bad overall.  Food is good especially pizza and breakfast. Location is great right next to the market.  We ended up paying about $50 per night with the parking added in.  Should be no more than $35",4.0,2021-03-13
4769,Hotel Doña Esther,"Excellent Very comfortable stay, no problems,staff very welcoming and informative. Excellent restaurant, so good we ate there two nights,  luggage storage after we checked out. Good location near Parque Bolivar",5.0,2020-03-07
4770,Hotel Doña Esther,"Excellent A lovely colonial-style building with rooms around a courtyard in a central location just a few blocks away from Plaza de los Ponchos. Some rooms face the street, which offer a window with a view of the street, but are noisier than the interior rooms. The in-house restaurant is excellent with a variety of dishes for most any taste including delicious thin-crust pizzas cooked in a wood-fired oven. The breakfast is excellent and includes tasty coffee or a variety of teas. Filtered water awaits you in your room when you arrive, so there is no need to run out to fill your water bottle after a long day. Friendly and helpful staff. Nice clean rooms. This was my fourth stay in four years. I keep going back since it's one of the nicest places to stay in Otavalo (I've also stayed at two other places in Otavalo, but now this is my favorite). See more",5.0,2019-07-23
4771,Hotel Doña Esther,"Excellent Great service, friendly staff. Beautiful surroundings",5.0,2019-04-19
4772,Loma Wasi Village,"Good A wonderful indigenous host farm family makes you feel welcome in their home. Guests have their own separate quarters and bath. The farm is small but busy and productive, with cows, food crops, pigs, chickens, guinea pigs, dogs, cats, fruit trees and veggies. The views from above Cotacachi are phenomenal. Volcan Imbabura is on one side of the farm and Volcan Cotacachi on the other.",4.0,2016-04-10
4773,Loma Wasi Village,"Good This is a great B&B outside Cotacachi in the small town on Tunibamba. Rolando's family was friendly and the food was great. We were served cuy , a national delicacy the first night. If you want to learn and understand more about life in the Sierra, this is the place.",4.0,2016-02-26
4774,Loma Wasi Village,"Excellent Sehr schön gelegen, Panoramaaussicht, sehr liebe Familie, man bekommt einen sehr guten Einblick in das Dorfleben. Preis sehr günstig, man muss zwar jedes Mal drei Dollar fürs Taxi bezahlen, um dort weg zu kommen, aber trotzdem noch günstiger als sonstwo. Man kann mit der Familie essen (gut und günstig) und auch auf dem Hof mithelfen. In der Unterkunft selbst hängen Informationen zu Touren aus, die leider gar nicht von der Unterkunft im Internet beworben werden. Hätten wir von den Touren gewusst, wären wir länger geblieben.",5.0,2018-07-26
4775,Hotel Indio Inn,"Good It's was nice place to stay close to everything you need and the people very friendly!!!!
",4.0,2022-07-20
4776,Hotel Indio Inn,Excellent ,5.0,2022-05-09
4777,Hotel Indio Inn,Excellent ,5.0,2022-04-24
4778,Hotel Indio Inn,Excellent ,5.0,2021-06-13
4779,Hotel Indio Inn,Excellent ,5.0,2019-06-10
4780,Hotel Indio Inn,"Excellent Perfecto, alojamiento sencillo pero limpio y cómodo, y el servicio muy atento. Desayuno excelente bajo demanda.",5.0,2022-05-09
4781,Hotel Indio Inn,Okay ,3.0,2021-05-05
4782,Hotel Indio Inn,Okay Das Hoottel ist zentral gelegen und bietet 3 Blocks entfernt einen gratis Parkplatz an. Zimmereinrichtung älter aber sauber. Der Safe ist eine festgeschraubte Geldkasette und Schlüssel ist nur gegen Kaution zu bekommen. Eine Fernbedienung gibt es nur auf Verlangen. Frühstück ok aber Extras sind kostenpflichtig. Hotel ist ok aber Leistung eher in 40 USD Kategorie ,3.0,2019-06-09
4783,Hotel Indio Inn,Okay ,3.0,2019-03-17
4784,Wyndham Manta Sail Plaza Hotel & Convention Center,Poor I didn’t receive any benefits ,2.0,2022-09-18
4785,Wyndham Manta Sail Plaza Hotel & Convention Center,Okay ,3.0,2022-08-23
4786,Wyndham Manta Sail Plaza Hotel & Convention Center,Excellent I liked  everything ,5.0,2022-08-22
4787,Wyndham Manta Sail Plaza Hotel & Convention Center,Poor ,2.0,2022-07-30
4788,Wyndham Manta Sail Plaza Hotel & Convention Center,Poor I didn't like the fact that I was hit with unexpected taxes. When I thought all was covered when I booked the trip.,2.0,2022-07-30
4789,Wyndham Manta Sail Plaza Hotel & Convention Center,Okay ,3.0,2022-07-29
4790,Wyndham Manta Sail Plaza Hotel & Convention Center,Poor ,2.0,2022-07-22
4791,Wyndham Manta Sail Plaza Hotel & Convention Center,Excellent Everything was great,5.0,2022-07-20
4792,Wyndham Manta Sail Plaza Hotel & Convention Center,Terrible ,1.0,2022-05-29
4793,Wyndham Manta Sail Plaza Hotel & Convention Center,Terrible ,1.0,2022-05-22
4794,Mantahost Hotel,Excellent Everything ok ,5.0,2022-10-21
4795,Mantahost Hotel,Poor Not good ,2.0,2022-09-20
4796,Mantahost Hotel,"Excellent A mi familia y a mi nos encantó hospedarnos aquí. El desayuno es delicioso, la habitación muy cómoda y nos encantó la piscina y salida al mar ",5.0,2022-07-17
4797,Mantahost Hotel,"Poor El hotel esta descuidado, viejo, el área de la piscina es un peligro, en dos días ví a 4 perosnas resbalarse. tuvieorn dos eventos en la misma áerea, generando bulla y desorden. Deberían avisar a los huéspedes de estos eventos. Una pena, el hotel era mejor!",2.0,2022-05-17
4798,Mantahost Hotel,Excellent Great place and great city ,5.0,2022-04-20
4799,Mantahost Hotel,Excellent Excellent staff and clean/ well lit hotel!  Better hotel than two other hotels I have stayed at nearby which are higher price.,5.0,2022-01-03
4800,Mantahost Hotel,"Excellent Nice city, nice hotel. Excellent food !!!
",5.0,2021-12-12
4801,Mantahost Hotel,"Excellent Liked the view, the food and the very pleasnt staff.",5.0,2021-11-21
4802,Mantahost Hotel,Excellent The view was beautiful and the staff was very helpful. ,5.0,2021-11-03
4803,Mantahost Hotel,"Good Todo muy bien, pedimos un cambio de habitación a una con vista al mar y no hubo problema. El Staff muy amable ",4.0,2021-10-05
4804,Balandra Hotel,Excellent Thank you for a good job!!! ,5.0,2022-10-31
4805,Balandra Hotel,Excellent Property is across the street from a major mall and the beach. everything is very convenient and the staff is excellent always willing t help,5.0,2022-10-02
4806,Balandra Hotel,Okay Nice enough hotel. Well located. Did not honor any of my Expedia gold perks (no upgrade and no free drinks). ,3.0,2022-09-24
4807,Balandra Hotel,Excellent Very friendly staff. ,5.0,2022-09-08
4808,Balandra Hotel,Terrible Left to the beach when i came back room was cleaned headphones were gone,1.0,2022-08-31
4809,Balandra Hotel,Excellent ,5.0,2022-07-27
4810,Balandra Hotel,"Okay It is quite nice in general and customer service is courteous but some improvements needed - the internet signal has been in and out. The safe deposit box is not working, Besides bible, they should have a hotel directory and DirecTV gulde. ",3.0,2022-06-11
4811,Balandra Hotel,"Good Good location. The restaurant is very good, with a good offering and great attention.",4.0,2022-04-18
4812,Balandra Hotel,Good Good place for Stay,4.0,2022-04-15
4813,Balandra Hotel,Poor I used to stay at this hotel and always had a good experience. Well located and quality of service. But in this last stay I was disappointed to see that the quality has been reduced and it’s no longer competing with other high level hotels in Manta. They need to renew the facilities to keep up. Will probably stay somewhere else next time. ,2.0,2022-01-01
4814,Hotel Perla Spondylus,"Excellent Very nice and clean hotel. The staff were all friendly and helpful. The room was very clean, and had everything you would expect from any other hotel. My only gripe, and it is a very minor gripe, is that the restaurant only serves food during certain meal times. But they are close enough to many other good places to eat, so it really wanst a big deal. I was still able to get a delicious Mojito with fresh mint from the garden. And when I was able to eat at the restaurant for Bfast, and 1 dinner the food was excellent. Also, some of the better shopping for local handmade goods is less than a block away right out the front door and down the hill a little. Overall I enjoyed my stay, and I plan to stay at Perla Spondylus again the next time I visit Manta.See more",5.0,2019-07-05
4815,Hotel Perla Spondylus,Good ,4.0,2019-02-22
4816,Hotel Perla Spondylus,Good When the pool is finished this property will be excellent!,4.0,2019-02-22
4817,Hotel Perla Spondylus,Excellent The staff is very professional and accommodating. The hotel is centrally located.,5.0,2018-11-24
4818,Hotel Perla Spondylus,"Excellent I am extremely happy with this hotel and its staff. They are very professional and friendly. Attention is great, facilities are mint and the prices are fair. I am certainly looking forward to stay at this hotel on my next visit and I strongly recommend it to anyone visiting Manta.",5.0,2018-11-07
