,nombreh_id,comentario,fechac
8736,Designer Loft Centro de Quito,Emilo was great.  Smooth process and a great place.,2022-03-01
8737,"Suite, one block from Parque la Carolina.","Fantastic, clean and very professional.",2022-10-01
8738,"Suite, one block from Parque la Carolina.",It was a great stay! Great location! Close to so many good restaurants and Andres and the building staff were so helpful,2022-10-01
8739,"Suite, one block from Parque la Carolina.","It is a super clean, safe place, located in an excellent area. It has everything you need to have a pleasant stay. Highly recommended.",2022-11-01
8740,"Suite, one block from Parque la Carolina.","The apartment is very nice, the building has all the amenities, it is in a very good location, very nice. The host makes everything ready, actually an excellent experience",2022-10-01
8741,"Suite, one block from Parque la Carolina.",Very good place to stay in a strategic location in Quito near La Carolina park. The building is new; overall a very good experience.,2022-10-01
8742,"Suite, one block from Parque la Carolina.","excellent location, safe building, comfortable bed,  nice suite in general has everything you need. Hot water worked perfect, the kitchen had coffee, sugar,salt, etc... they left us 2 bottles of water in the super fridge!!!",2022-10-01
8743,"Suite, one block from Parque la Carolina.","The place is beautiful, everything is very clean, easy communication, a good sector.Really excellent!",2022-10-01
8744,Entire Modern suite in the best place in town,"If I could rate this 6 stars, I would! Everything starts and ends with the exquisite view from this top floor apartment in a modern, quiet building. The men who work at the front desk are friendly and helpful and Gabriel was an excellent, responsive host.",2022-10-01
8745,Entire Modern suite in the best place in town,Stunning view.  Cozy and perfect.  Excellent location.,2022-09-01
8746,Entire Modern suite in the best place in town,The view is great. The WiFi is super fast. The refrigerator is a mini fridge so it wasn’t ideal for a long stay. The host is quick to communicate. It’s a very nice place to stay. If it had a normal refrigerator it would be perfect.,2022-08-01
8747,Entire Modern suite in the best place in town,"Such a nice cozy apartment with the most amazing view. Couldn’t believe it every time we looked out! Really comfortable stay, we would stay again.",2022-08-01
8748,Entire Modern suite in the best place in town,"Excellent experience all around. Great communication with Gabriel, easy self check-in. Fabulous apartment with everything you need. Great shower! Brilliant location - easy access to several bus routes. You can't go wrong!",2022-07-01
8749,Entire Modern suite in the best place in town,Gabriel is an amazing host and a man of word! His apartment was clean and well equipped. I enjoyed the location (full of small shops and restaurants) as well. I will get back to him once visiting Quito in the future. He earns my higher recommendation.Thanks for your hospitality!,2022-07-01
8750,Entire Modern suite in the best place in town,Thank you for being so flexible.,2022-06-01
8751,"Location, Location! Suite Near Quicentro Shopping","great stay at this cute little apartment outside of Quito city center! Carlos is a fantastic host and helped us promptly with any questions. The location is about 25 minutes outside of the historical center of Quito by car which ended up being okay, because we felt safer with our location. Overall we enjoyed our stay and would recommend to stay here!",2022-10-01
8752,"Location, Location! Suite Near Quicentro Shopping","Great location, beautiful and clean place",2022-09-01
8753,"Location, Location! Suite Near Quicentro Shopping",Nice and clean spot. Recommended 100%.,2022-09-01
8754,"Location, Location! Suite Near Quicentro Shopping",The owner is really helpful. He let me edit my booking without any convenience. He actually respond really quickly. I would recommand 10/10.,2022-09-01
8755,"Location, Location! Suite Near Quicentro Shopping","Great clean building,  location in heart of quito",2022-08-01
8756,"Location, Location! Suite Near Quicentro Shopping","I loved staying at Carlos's place. From the beginning, he communicated excellently. One of the best I've ever experienced. He offered to help me get from the airport to the apartment, responded quickly to all my inquiries, and helped me out with any missing items that I needed in the house. I felt very safe and comfortable at Carlos's place. The only tiny comment I would make is to clean the kitchen a little bit more for guests who plan to stay longer. Some of the dishes and kitchenware were a bit dirty. But other than that, I 100% recommend staying here and will plan on doing so again next time Im in Quito.",2022-08-01
8757,"Location, Location! Suite Near Quicentro Shopping",Clean and nice view!,2022-07-01
8758,Cozy suite in a strategic location in Quito,"No words can describe the place howbeautiful it is,location is great and theplace is clean, quiet and secured,thedesign and the furniture is luxurious,owneris great and welcoming and kept in touchwith me and made sure jam ok while mystay,highly recommendedDone",2022-07-01
8759,Cozy suite in a strategic location in Quito,Wonderful location. Very clean. Quiet. Great host.,2022-07-01
8760,Cozy suite in a strategic location in Quito,The apartment is located in a very safe neighborhood with little convenience stores close by so that you can get anything you need for breakfast. The building is secure and the staff is friendly. It was very easy and quick to get an Uber. I felt comfortable walking around and the location is easy to get to. The airport is about 30 minutes from any point in the main area of Quito. I arrived late and had no problems getting into the apartment. It had everything I needed for the trip. I would hightail recommend this spot yo be your base for visiting Quito.,2022-06-01
8761,Cozy suite in a strategic location in Quito,"Great location, efficient communication, secure building. Great stay!",2022-04-01
8762,Cozy suite in a strategic location in Quito,"Great place, very comfy and amazing host",2022-03-01
8763,Cozy suite in a strategic location in Quito,👌,2022-02-01
8764,Cozy suite in a strategic location in Quito,Nice place and close to everything,2022-09-01
8765,Ambato Furnished Suite,Check in process was smooth the place served its purpose just the location was a bit too far from our purpose,2022-10-01
8766,Ambato Furnished Suite,clean and is close to a pharmacy and lots of restaurants.,2022-08-01
8767,Ambato Furnished Suite,Excellent place to stay in Ambato.,2021-10-01
8768,Ambato Furnished Suite,"The place is as shown in the photos, very nice, cozy, clean. The care of the person in charge was excellent, very attentive to all the questions and needs I had , very cordial and kind. The parking lot is on the premises which was a very good thing. 100% recommended",2022-10-01
8769,Ambato Furnished Suite,"Excellent suit, very cozy",2022-10-01
8770,Ambato Furnished Suite,A good option to stay in Ambato. Centrally located and safe.,2022-10-01
8771,Ambato Furnished Suite,Awesome!,2022-10-01
8772,Ambato Furnished Suite,excellent,2022-10-01
8773,Ambato Furnished Suite,Just as it is in the photos! Excellent service,2022-10-01
8774,Ambato Furnished Suite,"A place to rest and pass through,  excellent attention and service.",2022-10-01
8775,Ambato Furnished Suite,The place is very cozy and comfortable. My stay was great. 100% recommended,2022-10-01
8776,Ambato Furnished Suite,All good. 100% recommended,2022-10-01
8777,Ambato Furnished Suite,Great service ✨,2022-10-01
8778,Ambato Furnished Suite,Good service 👍recommended,2022-09-01
8779,Beautiful room at an unbeatable price.,"It's a place near to almost everything, clean as you see in the picture. The rooms are comfortable, the place is safe since the door to the reception need a code to enter so only the person incharge can allow people in and out, the suit also uses a card to go in and out, if you hate taking the stairs there is an elevator which is 24/7, it has a window with a  beautiful view. I love Netflix but the room has other Tv connections except Netflix that was my only disappointment, faster internet which was ok for my classes, hot water but takes longer to heat up, There is a tub as shown in the picture but unfortunately can't be used since the closing and opening lid is not there. But all in all for the price and the service you get which includes breakfast it's excellent.",2022-03-01
8780,Beautiful room at an unbeatable price.,"It's a very nice, clean and quiet place",2022-10-01
8781,Beautiful room at an unbeatable price.,"The room is inside a hotel that is on a main road, so there was direct noise that did not allow you to rest properly. For the cleanliness it was good. I couldn't find any body towels Only hands. Outdoor parking inside the outskirts of the place with gates. It is not covered.",2022-10-01
8782,Beautiful room at an unbeatable price.,Thank you very much and see you next time,2022-10-01
8783,Beautiful room at an unbeatable price.,"Very nice, comfortable place, clean, 100% recommended",2022-10-01
8784,Beautiful room at an unbeatable price.,Very enjoyable,2022-10-01
8785,Beautiful room at an unbeatable price.,Everything's perfect!,2022-10-01
8786,Charming room with private bathroom,The room was extremely comfortable at a great value. Jenny  was extremely helpful as well! Great stay overall!,2022-02-01
8787,Charming room with private bathroom,"Great spot, highly recommend 👍",2022-02-01
8788,Charming room with private bathroom,Jenny was very accommodating as we found and reserved her place at the last minute. Clean & comfortable bedroom with a nice private bathroom as well. Thank you!,2021-11-01
8789,Charming room with private bathroom,Excellent as always. The best place to stay,2022-10-01
8790,Charming room with private bathroom,"Every 15 days I stay at Jenny's place, my favorite place in Ambato.",2022-10-01
8791,Charming room with private bathroom,"Recommended, very comfortable and well located",2022-09-01
8792,Charming room with private bathroom,Everything's fine as always.,2022-08-01
8793,Charming room with private bathroom,"Highly recommended, easy communication, check-in is simple and meets everything listed.",2022-07-01
8794,Charming room with private bathroom,"Everything is very good as always, the house is very comfortable and beautiful. The host is very friendly and has very good communication.",2022-07-01
8795,Charming room with private bathroom,Quiet☀️,2022-07-01
8796,Charming room with private bathroom,The room is clean and nice.,2022-07-01
8797,Charming room with private bathroom,"great service, recommended",2022-06-01
8798,Charming room with private bathroom,Very good host,2022-05-01
8799,Charming room with private bathroom,"Very nice spacious and well lit room, and a delicious bathtub with hot water. In the area there are quite a few restaurants and a shopping center nearby.",2022-03-01
8800,Modern Luxury Home in Ambato,Todo ok,2022-10-01
8801,Modern Luxury Home in Ambato,This place was clean and in a pretty quiet neighborhood. Some of the pictures were not what it looks like now but the hosts were very available to us.,2022-10-01
8802,Modern Luxury Home in Ambato,Very spacious house. We felt very safe and secure in the gated neighborhood. The views of the mountains and snow-covered volcanoes are absolutely gorgeous!!,2022-08-01
8803,Modern Luxury Home in Ambato,Everything was as advertised.,2022-06-01
8804,Modern Luxury Home in Ambato,Laura & Diego had a great place. We appreciated their hospitality.,2022-05-01
8805,Modern Luxury Home in Ambato,"This a excellent housing solution for our team, 3 couples and 6 individuals, comfortable bedrooms and spacious living room with open dinning room for us to meet and prepare for work at a local school.",2022-05-01
8806,Modern Luxury Home in Ambato,"Laura's and Diego's place is very comfortable, a bit away from the noise but convenient and close to the city.I would definitely recommend their place and will stay there again on my next trip.",2022-05-01
8807,Modern Luxury Home in Ambato,...,2022-04-01
8808,Modern Luxury Home in Ambato,A comfortable house to rest in a peaceful neighborhood away from the city,2022-02-01
8809,Modern Luxury Home in Ambato,Great stay!,2022-02-01
8810,Modern Luxury Home in Ambato,nice place,2022-01-01
8811,Modern Luxury Home in Ambato,This was a great place to stay. Laura and Diego were on top of everything and very proactive about reaching out. I would stay here again.,2021-12-01
8812,Modern Luxury Home in Ambato,"Can only recommend Diego's place. Situated in a nice little gated community but not too far from the center. Car is recommended though. Super-clean and modern 3 story-house with a nice living room, state of the art TVs and a great patio. Overall it's an awesome place to stay with no downsides which we can wholeheartedly recommend. Also Diego is a very involved and attentive host.",2021-11-01
8813,Modern Luxury Home in Ambato,"Nice new house in secure location. It is a bit far from anything, so taxi or uber to anywhere is usually needed. Not really anything that can be done by host, but there's a lot of stray dogs in the area which can be loud at night barking.",2021-10-01
8814,"Cozy apartment, a comfortable room","Liliana was always very nice and available to answer my questions. The whole place is very tiny, not comfortable to move around and the area feels very, very unsafe and isolated. I only booked this place for 2 nights, however I took a taxi very early in the morning of my departure day, since I couldn’t wait to leave. Place was clean, however the furniture and the whole place needs to be updated. Even tough this place is advertised as a “Condominium”, the street sign reads as “ Galapagos Apartments”. Condominium means to me, much, much more than what this place is . My taxi driver had an enormous difficulty to find the location.",2022-09-01
8815,"Cozy apartment, a comfortable room",Agradable,2022-08-01
8816,"Cozy apartment, a comfortable room",Very nice apartment. Excellent value. Highly recommend.,2022-07-01
8817,"Cozy apartment, a comfortable room","It’s cozy and clean. The host is very nice and helpful. The location is good, wifi works well:) Recommended def",2022-04-01
8818,"Cozy apartment, a comfortable room","small and cozy place. It is always very clean and has all the basic needs. the hostess is very kind, it was a nice stay.",2022-04-01
8819,"Cozy apartment, a comfortable room",The studio is very cozy and cute . It’s relatively small but has a large flowered garden ..,2022-04-01
8820,"Cozy apartment, a comfortable room",Lovely host who makes sure you feel comfortable. Very clean apartment and great communication before and during stay.I can recommend this place.,2022-03-01
8821,"Lovely suite in Ficoa Las Palmas, Ambato","Very excellent , recommended",2022-10-01
8822,"Lovely suite in Ficoa Las Palmas, Ambato","Nice and nice , suitable for working a few hours a day on the computer.",2022-10-01
8823,"Lovely suite in Ficoa Las Palmas, Ambato","The host was very kind and helpful at all times, he was always attentive at the time of the stay, everything was very clean and tidy, the suite is beautiful and modern without hesitation. I will stay again 🥳🥳",2022-10-01
8824,"Lovely suite in Ficoa Las Palmas, Ambato","Excellent stay , quiet and especially excellent hosts . Everything is very nice .Recommended 💯",2022-10-01
8825,"Lovely suite in Ficoa Las Palmas, Ambato","The apartment is beautiful, ideal for relaxing as a couple. The spaces are very well distributed and it is really very cozy from the entrance! Felix and his family are very warm and were always very attentive to us. We thank you very much for the place that exceeds what is described and above all your hospitality.",2022-09-01
8826,"Lovely suite in Ficoa Las Palmas, Ambato","Excellent, the host was very cordial and attentive.",2022-09-01
8827,Modern Apartment 3Hab #4 City Center,Great place and great host,2022-09-01
8828,Modern Apartment 3Hab #4 City Center,Great place in downtown Ambato. We stayed for one night before proceeding to Baños. The apartment has all the amenities you need and you have many shops and food places to pick from.,2022-08-01
8829,Modern Apartment 3Hab #4 City Center,Carlos place was great I got it very last minute the only thing that sucks it’s on the 4th floor and with luggage you’re going to get a workout in. Other than that it was mostly clean just old trash in the bathroom but the kid took it out and leftover clothes in the dresser. Netflix was slow but I’ve noticed it’s like that in most places in South America. Internet can be faster if anything but It’s right in the downtown close to everything,2021-11-01
8830,Modern Apartment 3Hab #4 City Center,"Very spacious, comfortable unit with rooftop access with a nice view of the mountains. Laundry and Hot tub for a fee and very centrally located. Thin windows were the only downside due to an alarm going off for hours one night.",2021-09-01
8831,Modern Apartment 3Hab #4 City Center,Relaxing and safe,2022-11-01
8832,Modern Apartment 3Hab #4 City Center,"The place is very nice, super cozy. The administrator was always ready to help with luggage. The garage around the corner is safe.",2022-11-01
8833,Modern Apartment 3Hab #4 City Center,"First, safety and communication is first and foremost, and this was not the case. The price was not the apt for what I saw and the nearby places neither. I think they need to detail more so that the people who rent have no problems. In addition, the co-host had to call him more than 10 times and a lady answered me, first I was sent a 10-year-old or 12-year-old to give me the keys, I asked to be sent to an adult and in the end a 19-year-old person came who turned my eyes to indicate all the mishaps we had. In the description they indicate that there is a garage, which there is no. And I was sent to look for one nearby that was an additional $3.00 .. The host scoffed at me because I told him it was a 19-year-old . I don't think her attitude was adequate and she also lives in another country and it's obvious that she couldn't fix it. We asked for the refund and he declined to return it even though there is an aircover and he told me that this does not apply to him. Terrible would NEVER RECOMMEND THIS PLACE.",2022-10-01
8834,VILLA 5 - Luxury Apartment,"Honestly one of the nicest and cleanest airbnbs I’ve ever stayed in, I’m still shocked at how inexpensive it was to stay at this BEAUTIFUL 2 floor apartment. Highly recommend to everybody",2022-09-01
8835,VILLA 5 - Luxury Apartment,everything as expected,2022-09-01
8836,VILLA 5 - Luxury Apartment,Best place to stay,2022-06-01
8837,VILLA 5 - Luxury Apartment,"Amazing home! The view was espectacular. Jorge made sure there was someone to greet us as we got and someone to assist us as we left. Definitely  somewhere I will come again with my family. The only con is that that it's a 2 floor walk up, if you have luggage, this is not ideal.",2021-02-01
8838,VILLA 5 - Luxury Apartment,"Indeed a highly recommended apartment.  Entrance to the property was prompt.  The apartment was very clean, luxurious and comfortable.  WiFi worked well. Parking was secure.  Beds were comvortable.  Showers worked well. Kitchen was well equipped.  It was close to a supermarket.  I would highly recommend this apartment.",2020-01-01
8839,VILLA 5 - Luxury Apartment,Highly recommended,2019-09-01
8840,VILLA 5 - Luxury Apartment,"This is a very beautiful apartment, and the space was amazing for our family of 5. The kids enjoyed having NETFLIX. Jorge was very helpful and quick to respond to our initial queries.  There is lovely view of the volcano from the upper floor.  The apartment does get a bit cold in the winter months so you may need to bring warm socks. I would definitely recommend staying here.",2019-08-01
8841,Cosmos Chill. Suite with Jacuzzi and aquarium.,"Amazing location and what a pleasant and inviting layout!  As someone else said, the pix don't do it justice, it's far superior.  Felt absolutely comfortable soon as I walked in and the host was wonderful.  Totally recommend for anyone staying in Ambato!",2022-05-01
8842,Cosmos Chill. Suite with Jacuzzi and aquarium.,"Amazing place, quite relaxing and beautiful decoration. I'll definitely come back.",2022-04-01
8843,Cosmos Chill. Suite with Jacuzzi and aquarium.,"First things first, pictures do NOT do this place justice! This stay is 10x better than we expected and we had high expectations! The fridge was stocked with wine, drinks and snacks (of note, let Cristian know what you had so he can charge you for use, still very reasonable). There were so many beautiful fish in the tanks, we were able to use the projector and the bed was so comfy it was hard to leave in the morning! We met his adorable dog Negra, and his family welcomed us into their private home to spend quality time together which was so much fun even with the language barrier! Cristian is also an amazing artist and creator, take a peek inside his small store and if you have a chance go to the main one he has near the house. He gave us very clear instructions, the only door on the street with many colors (he was not kidding! So cool!) and his family was there to greet us at the door and welcome us inside. It is in a perfect location where taxis are readily available but not too loud where it is difficult to sleep. His mother provided us with plenty of extra blankets and a duvet in case we were cold overnight, so sweet!Only challenge was getting the hot water in the jacuzzi to work. Perhaps instructions regarding how to work the jacuzzi would be best for those looking to use it. Otherwise this stay completely exceeded our expectations. We highly highly recommend staying here if you can. We were here for Carnaval and it was the perfect location.",2022-02-01
8844,Cosmos Chill. Suite with Jacuzzi and aquarium.,"The place looks super great. Nice hot shower with pressure, also enough hot water for the jacuzzi. Wifi wasn’t that great at the beginning, but they fixed it. Room is big. Projector is fine, but the remote control didn’t work great, so I decided to connected my laptop with the projector, which worked perfectly. The only downside is the loud noice from the water flowing into the aquarium. However, the host mentioned he’ll change it. Communication was nice. They helped us when we had questions.",2021-10-01
8845,Cosmos Chill. Suite with Jacuzzi and aquarium.,Nice place!,2021-06-01
8846,Cosmos Chill. Suite with Jacuzzi and aquarium.,Nice,2021-02-01
8847,Cosmos Chill. Suite with Jacuzzi and aquarium.,The bed is huge and very comfortable! Good service.,2022-07-01
8848,Spacious and comfortable room in Ambato.,Good place,2022-10-01
8849,Spacious and comfortable room in Ambato.,Great place! Confortable,2022-10-01
8850,Spacious and comfortable room in Ambato.,"Very clean place, spacious room, very close to many shops, banks and public transportation. We arrived late, yet we were very well received. The only problem was the wifi, which didn't work at all in our room. Aside from that, we would come for short stays. Thank you!",2022-08-01
8851,Spacious and comfortable room in Ambato.,"I had a great experience in the hotel. Rich, the manager, was top notch. He was kind, helpful, and he knows how to cook! The hotel was clean and it was located in an area with pharmacies and restaurants, and it was 5 minutes by taxi to the city center.",2022-07-01
8852,Spacious and comfortable room in Ambato.,excellent,2022-11-01
8853,Spacious and comfortable room in Ambato.,excellent,2022-11-01
8854,Spacious and comfortable room in Ambato.,"Very clean and cozy, a great place",2022-10-01
8855,Spacious and comfortable room in Ambato.,Simply Outstanding,2022-10-01
8856,Spacious and comfortable room in Ambato.,"The place is located in a nice area, very cozy, clean, comfortable, excellent service, very friendly, a 10 out of 10",2022-09-01
8857,Spacious and comfortable room in Ambato.,"Very grateful for the wonderful stay and hospitality we received at this beautiful hotel, definitely the best in Ambato Ecuador. Without hesitation we will stay again every time we go to this beautiful city in this prestigious, luxurious, comfortable and beautiful place in every sense.",2022-09-01
8858,Spacious and comfortable room in Ambato.,Very good place,2022-09-01
8859,Spacious and comfortable room in Ambato.,"Excellent place, very spacious room, clean and very friendly staff",2022-08-01
8860,Spacious and comfortable room in Ambato.,"Good hotel, good rate, good breakfast (although it is not included in the rate) some small details to improve such as better towels and better maintenance in bathrooms, but overall it was very good. The parking lot is a few stalls for the size of the hotel, it's a nice touch.",2022-08-01
8861,Spacious and comfortable room in Ambato.,Great !,2022-08-01
8862,Beautiful and comfortable apartment in Ambato,"A safe, cozy place close to everything",2022-10-01
8863,Beautiful and comfortable apartment in Ambato,It is an excellent option near the center and where you can rest.,2022-10-01
8864,Beautiful and comfortable apartment in Ambato,Excellent. Everything 10/10 without a doubt if I go back to Ambato I would stay there.,2022-10-01
8865,Beautiful and comfortable apartment in Ambato,"Recommended, clean and safe place. Very friendly and helpful host",2022-10-01
8866,Beautiful and comfortable apartment in Ambato,"very comfortable apartment, clean, comfortable, central. Gissela was very friendly and attentive to any concerns. I would definitely stay there again",2022-10-01
8867,Beautiful and comfortable apartment in Ambato,Great location and everything in the apartment. Enjoy my stay.,2022-10-01
8868,Beautiful and comfortable apartment in Ambato,"Very nice apartment, safe, modern and quiet you can rest peacefully, includes private parking 10/10✌🏼",2022-10-01
8869,Departamento Centro AMBATO,"Because of the Paro I was forced to stay in Ambato super last second. I made the booking and arrived at the location as soon as I was accepted so I can understand the place not being cleaned up by the time I got there. Juan assured me if we went out to eat (we were starving and needed some groceries as well) the house would be cleaned while we were gone. Unfortunately, it wasnt cleaned up while we were gone but the lady arrived as we were waiting around in the living room. She did a great job, although I did have to request for her to change the sheets but I'm pretty sure it was the same blankets. So that threw me off but the location is perfect and Juan is very responsive to any issues you may have. There was a usable bathroom, a usable kitchen, and the wifi worked so I can't complain. The floor does creak a lot and the airbnb is located all the way at the top for those with mobility issues. Thank you for everything Juan!",2022-06-01
8870,Departamento Centro AMBATO,"Great apartment in the center of town. Close to bars, shops and restaurants. Just FYI for future travelers the apartment is on the top floor and there is no elevator if you have heavy suitcase it will be a pain going up the stairs. Also the shower is an electric shower it provides medium hot water, but if you are expecting a hot shower it's not gonna happen. Otherwise the apartment is big spacious and in a great location.",2022-05-01
8871,Departamento Centro AMBATO,"Perfect place for an stay in Ambato, the apartment is perfectly located.",2022-03-01
8872,Departamento Centro AMBATO,.,2022-02-01
8873,Departamento Centro AMBATO,"The host was very helpful when we arrived late and the building was locked. There was no lock-box for the keys, which would've been easier but we were able to find wifi at the nearby library to call him. He was also very accommodating when our plans changed and we needed to leave a few  days early. The apartment itself has the basics (and lots of fun pop-art) so it has the feel of a youth hostel. The internet is slow if you're doing anything more than email and the floors are very squeaky (walking to the bathroom during the night wakes everyone else up), but the location is very close to the park, cathedral, shopping, and restaurants. Overall it's a good value if you need an inexpensive place in Ambato.",2022-01-01
8874,Departamento Centro AMBATO,We would have appreciated faster internet speeds.,2021-09-01
8875,Departamento Centro AMBATO,Juan is a great host. Very attentive and always willing to help. Will definitely stay again.,2021-04-01
8876,Bedrooms with private bathrooms,"Great family, great place, great price.  I would definitely stay there again and recommend it.",2022-02-01
8877,Bedrooms with private bathrooms,:),2021-10-01
8878,Bedrooms with private bathrooms,Great place if you are looking to stay in Ambato. Nice room and host,2021-10-01
8879,Bedrooms with private bathrooms,Perfect! 👌🏻 Super friendly and welcoming- best place to stay in Amabto 😉,2021-09-01
8880,Bedrooms with private bathrooms,it was okay to be a comfortable place to stay,2022-11-01
8881,Bedrooms with private bathrooms,"Excellent place, comfortable, quiet and close to many places to visit.",2022-10-01
8882,Bedrooms with private bathrooms,A nice and conveniently located place.,2022-10-01
8883,Bedrooms with private bathrooms,"Excellent cleanliness, good location and communication",2022-10-01
8884,Bedrooms with private bathrooms,Super cute and very good,2022-10-01
8885,Bedrooms with private bathrooms,I stayed 1 week : and I really felt at home🏠. Super recommended,2022-09-01
8886,Bedrooms with private bathrooms,Love it,2022-09-01
8887,Bedrooms with private bathrooms,"excellent, recommended!",2022-08-01
8888,Bedrooms with private bathrooms,Cleaning should be improved,2022-07-01
8889,Bedrooms with private bathrooms,Very private and clean 😊👍,2022-07-01
8890,😲 RELAXING and BEAUTIFUL full apartment👌,Very nice,2022-07-01
8891,😲 RELAXING and BEAUTIFUL full apartment👌,Santiago is a great host and very helpful. His communication is great!,2022-07-01
8892,😲 RELAXING and BEAUTIFUL full apartment👌,BRB!,2022-11-01
8893,😲 RELAXING and BEAUTIFUL full apartment👌,all good,2022-10-01
8894,😲 RELAXING and BEAUTIFUL full apartment👌,"Cozy, clean, very nice, will be back soon",2022-10-01
8895,😲 RELAXING and BEAUTIFUL full apartment👌,"The apartment is very nice and modern, although some kitchen appliances are missing.  But I would stay here again.",2022-10-01
8896,😲 RELAXING and BEAUTIFUL full apartment👌,"Good service, the apartment is cozy and recommended",2022-10-01
8897,😲 RELAXING and BEAUTIFUL full apartment👌,Very comfortable apartment. Santiago is very attentive and attentive to messages. Recommended.,2022-10-01
8898,😲 RELAXING and BEAUTIFUL full apartment👌,Thank you for hosting us!,2022-09-01
8899,😲 RELAXING and BEAUTIFUL full apartment👌,Thank you with Santiago for the hospitality for the company's partners. Regards,2022-09-01
8900,😲 RELAXING and BEAUTIFUL full apartment👌,Value ….Recommended,2022-09-01
8901,😲 RELAXING and BEAUTIFUL full apartment👌,It was everything I expected and more,2022-08-01
8902,😲 RELAXING and BEAUTIFUL full apartment👌,"Very good place, super recommended",2022-08-01
8903,😲 RELAXING and BEAUTIFUL full apartment👌,Thank you for having us.,2022-08-01
8904,Modern 2-Bedroom Apartment #2 City Center,Todo ok,2022-10-01
8905,Modern 2-Bedroom Apartment #2 City Center,Very nice. My only complain is the shower which did not have a lot of hot water as promised. Everything else was great,2022-10-01
8906,Modern 2-Bedroom Apartment #2 City Center,Great communication with the host!,2022-09-01
8907,Modern 2-Bedroom Apartment #2 City Center,Agradable y confortable,2022-08-01
8908,Modern 2-Bedroom Apartment #2 City Center,"Highly recommend, it’s conveniently located at the heart of town. Exactly as described, the host was very welcoming  and accommodating. Would stay here again",2022-06-01
8909,Modern 2-Bedroom Apartment #2 City Center,very good place to stay.,2022-04-01
8910,Modern 2-Bedroom Apartment #2 City Center,"The local Host, Mateo, was very kind in the check in and assisting knowing what to do in the area. The cost was a good value.",2022-03-01
8911,Modern 2-Bedroom Apartment #2 City Center,The apartment is very nice and safe. There’s a lot of noise early in the morning. A lot of restaurants close by.,2021-11-01
8912,Modern 2-Bedroom Apartment #2 City Center,This place was very clean and really stylish. We had a very comfortable stay! Would definitely book again.,2020-08-01
8913,Modern 2-Bedroom Apartment #2 City Center,"Great place to stay, plenty of space and very quick response from the host.. I highly recommend.,",2020-05-01
8914,Modern 2-Bedroom Apartment #2 City Center,Modern and clean Apartment. Communication very easy and a helpful landlord. I would book it again :),2020-02-01
8915,Modern 2-Bedroom Apartment #2 City Center,"Everything was very nice, grateful!",2022-10-01
8916,Modern 2-Bedroom Apartment #2 City Center,"Excellent service, everything as agreed! Recommended!",2022-10-01
8917,Modern 2-Bedroom Apartment #2 City Center,"Very good place, centrally located !!",2022-10-01
8918,HERMOSA DELUXE SUITE,This was a very nice place and evetything was as described.  Great visit,2022-03-01
8919,HERMOSA DELUXE SUITE,"Andres is an excellent host and knows Ambato and the surrounding area very well! The apartment is AMAZING! This is the cleanest and most beautiful modern place we stayed in Ecuador and by far the best! It’s a short walk to the mall and a short drive to the historic center. Ambato is a great stay to do many things in Ecuador (Chimborazo, Banos, Riobamba etc) and we highly recommend Andres!",2021-11-01
8920,HERMOSA DELUXE SUITE,Excellent service!,2022-10-01
8921,HERMOSA DELUXE SUITE,"quiet place, clean",2021-12-01
8922,HERMOSA DELUXE SUITE,"An organized, clean place and good service.",2021-11-01
8923,HERMOSA DELUXE SUITE,very friendly,2021-11-01
8924,HERMOSA DELUXE SUITE,"excellent service, everything is very clean and close to terminals",2021-11-01
8925,Beautiful large and spacious full house,Wonderful place and affordable price.Thank you for putting this together for my family.,2022-08-01
8926,Beautiful large and spacious full house,This place for a family is magical you feel like your home I travel with my mom 70 4 kids my wife and my nieces and nephews his place is worth every dollar especially for my girls they thought is so magical and felt like princess I recommend it to all families great area everything is near and perfect for large family,2022-05-01
8927,Beautiful large and spacious full house,Amazing,2022-10-01
8928,Beautiful large and spacious full house,An ideal place to spend time with family,2022-10-01
8929,Beautiful large and spacious full house,An amazing place!! Communication with Santiago was excellent!! I would definitely go back to the place,2022-10-01
8930,Beautiful large and spacious full house,House located in an excellent sector and super good service from the host.,2022-10-01
8931,Beautiful large and spacious full house,"Perfect stay, very spacious",2022-09-01
8932,"bear cabin, sweet home in the mountains.","If you are looking for the perfect getaway in nature, surrounded by cows and a magical vulcano this is the place! Connect with nature and yourself. Perfect 🙏🏻",2022-10-01
8933,"bear cabin, sweet home in the mountains.",I had an amazing time in the cabin. The view is so impressive then the pictures on Airbnb show and its a great place to relax and disconnect from the busy world outside. The cabin is spacious and has all the facilities you need. It also has huge windows so you are able to enjoy the view to a maximum. The internet is good enough for remote working (video and audio calls) but don't expect the fastest speed ever. Don't forget to get some groceries before arrival because without a taxi to pick you up it's roughly 60 min to the supermarket in Patate. You can also ask Carlos to arrange a taxi which is roughly $5 and takes you directly into town in 20 min. It's definitely my nr. 1 place I have slept so far in Ecuador. Truly an amazing experience.,2022-08-01
